,State,Year,Month,Precipitation,Number of Fires
702,AP,2003,Sep,41.2,88.0
703,AP,2003,Oct,17.2,355.0
704,AP,2003,Nov,11.7,750.0
705,AP,2003,Dec,128.8,411.0
706,AP,2004,Jan,182.8,38.0
707,AP,2004,Mar,501.3,0.0
708,AP,2004,Apr,356.2,0.0
709,AP,2004,May,329.8,0.0
710,AP,2004,Jun,174.9,5.0
711,AP,2004,Jul,191.1,2.0
712,AP,2004,Aug,146.1,9.0
713,AP,2004,Sep,34.4,67.0
714,AP,2004,Oct,0.4,412.0
715,AP,2004,Nov,0.0,949.0
716,AP,2004,Dec,105.1,777.0
717,AP,2005,Jan,169.7,109.0
718,AP,2005,Mar,330.8,0.0
719,AP,2005,Apr,282.6,0.0
720,AP,2005,May,258.8,0.0
721,AP,2005,Jun,210.4,2.0
722,AP,2005,Jul,310.2,0.0
723,AP,2005,Aug,116.8,4.0
724,AP,2005,Sep,0.7,97.0
725,AP,2005,Oct,41.6,335.0
726,AP,2005,Nov,25.4,685.0
727,AP,2005,Dec,388.7,38.0
728,AP,2006,Jan,424.8,6.0
729,AP,2006,Mar,436.9,0.0
730,AP,2006,Apr,203.8,0.0
731,AP,2006,May,292.6,0.0
732,AP,2006,Jun,412.6,0.0
733,AP,2006,Jul,264.6,0.0
734,AP,2006,Aug,100.8,11.0
735,AP,2006,Sep,45.4,112.0
736,AP,2006,Oct,11.0,405.0
737,AP,2006,Nov,144.9,207.0
738,AP,2006,Dec,170.1,74.0
739,AP,2007,Jan,64.6,0.0
740,AP,2007,Mar,509.6,0.0
741,AP,2007,Apr,550.9,0.0
742,AP,2007,May,336.8,0.0
743,AP,2007,Jun,234.9,0.0
744,AP,2007,Jul,232.6,0.0
745,AP,2007,Aug,165.1,5.0
746,AP,2007,Sep,19.1,61.0
747,AP,2007,Oct,59.5,162.0
748,AP,2007,Nov,3.3,198.0
749,AP,2007,Dec,309.1,14.0
750,AP,2008,Jan,239.8,2.0
751,AP,2008,Mar,376.3,1.0
752,AP,2008,Apr,334.3,2.0
753,AP,2008,May,261.6,0.0
754,AP,2008,Jun,192.1,0.0
755,AP,2008,Jul,172.6,0.0
756,AP,2008,Aug,30.6,4.0
757,AP,2008,Sep,25.2,83.0
758,AP,2008,Oct,89.7,395.0
759,AP,2008,Nov,15.8,266.0
760,AP,2008,Dec,346.6,32.0
761,AP,2009,Jan,339.2,4.0
762,AP,2009,Mar,316.2,1.0
763,AP,2009,Apr,363.7,0.0
764,AP,2009,May,317.2,2.0
765,AP,2009,Jun,286.2,1.0
766,AP,2009,Jul,150.9,4.0
767,AP,2009,Aug,67.0,20.0
768,AP,2009,Sep,1.1,188.0
769,AP,2009,Oct,9.2,765.0
770,AP,2009,Nov,0.2,1.0190000000000001
771,AP,2009,Dec,134.4,123.0
772,AP,2010,Jan,281.2,2.0
773,AP,2010,Mar,214.7,2.0
774,AP,2010,Apr,401.9,2.0
775,AP,2010,May,345.6,2.0
776,AP,2010,Jun,286.7,0.0
777,AP,2010,Jul,115.4,2.0
778,AP,2010,Aug,155.3,1.0
779,AP,2010,Sep,33.6,63.0
780,AP,2010,Oct,91.8,265.0
781,AP,2010,Nov,79.6,339.0
782,AP,2010,Dec,202.9,43.0
783,AP,2011,Jan,253.9,0.0
784,AP,2011,Mar,456.2,0.0
785,AP,2011,Apr,242.2,0.0
786,AP,2011,May,377.4,2.0
787,AP,2011,Jun,270.0,0.0
788,AP,2011,Jul,325.4,5.0
789,AP,2011,Aug,95.2,16.0
790,AP,2011,Sep,0.1,128.0
791,AP,2011,Oct,129.7,304.0
792,AP,2011,Nov,28.4,282.0
793,AP,2011,Dec,7.6,360.0
794,AP,2012,Jan,206.6,30.0
795,AP,2012,Mar,465.9,1.0
796,AP,2012,Apr,273.7,2.0
797,AP,2012,May,256.9,2.0
798,AP,2012,Jun,130.2,7.0
799,AP,2012,Jul,214.0,3.0
800,AP,2012,Aug,77.2,19.0
801,AP,2012,Sep,10.0,168.0
802,AP,2012,Oct,9.6,475.0
803,AP,2012,Nov,16.4,969.0
804,AP,2012,Dec,111.2,422.0
805,AP,2013,Jan,328.8,3.0
806,AP,2013,Mar,387.7,0.0
807,AP,2013,Apr,516.5,2.0
808,AP,2013,May,461.2,0.0
809,AP,2013,Jun,179.7,1.0
810,AP,2013,Jul,251.7,1.0
811,AP,2013,Aug,160.5,9.0
812,AP,2013,Sep,18.0,85.0
813,AP,2013,Oct,16.3,385.0
814,AP,2013,Nov,26.3,341.0
815,AP,2013,Dec,78.5,148.0
816,AP,2014,Jan,170.2,10.0
817,AP,2014,Mar,335.8,1.0
818,AP,2014,Apr,452.3,0.0
819,AP,2014,May,271.1,0.0
820,AP,2014,Jun,428.9,0.0
821,AP,2014,Jul,155.3,4.0
822,AP,2014,Aug,91.3,18.0
823,AP,2014,Sep,78.8,137.0
824,AP,2014,Oct,15.6,480.0
825,AP,2014,Nov,2.5,484.0
826,AP,2014,Dec,32.8,354.0
827,AP,2015,Jan,174.9,14.0
828,AP,2015,Mar,554.2,2.0
829,AP,2015,Apr,584.5,0.0
830,AP,2015,May,375.9,0.0
831,AP,2015,Jun,256.7,3.0
832,AP,2015,Jul,114.2,5.0
833,AP,2015,Aug,85.1,40.0
834,AP,2015,Sep,0.0,192.0
835,AP,2015,Oct,0.0,827.0
836,AP,2015,Nov,0.0,1.3
837,AP,2015,Dec,26.6,269.0
838,AP,2016,Jan,116.3,19.0
839,AP,2016,Mar,476.4,5.0
840,AP,2016,Apr,491.6,0.0
841,AP,2016,May,155.8,1.0
842,AP,2016,Jun,203.0,2.0
843,AP,2016,Jul,163.9,1.0
844,AP,2016,Aug,53.7,37.0
845,AP,2016,Sep,26.1,142.0
846,AP,2016,Oct,0.2,793.0
847,AP,2016,Dec,274.8,491.0
848,AP,2017,Jan,219.8,2.0
849,AP,2017,Mar,421.1,0.0
850,AP,2017,Apr,259.6,3.0
851,AP,2017,May,214.7,1.0
852,AP,2017,Jun,234.2,2.0
853,AP,2017,Jul,242.1,3.0
854,AP,2017,Aug,59.8,33.0
855,AP,2017,Sep,70.7,95.0
856,AP,2017,Oct,0.0,468.0
857,AP,2017,Nov,1.3,858.0
858,BA,1998,Jan,63.6,0.0
859,BA,1998,Mar,117.2,0.0
860,BA,1998,Apr,206.0,0.0
861,BA,1998,May,250.9,0.0
862,BA,1998,Jun,358.3,55.0
863,BA,1998,Jul,306.5,219.0
864,BA,1998,Aug,155.4,815.0
865,BA,1998,Sep,63.9,2.718
866,BA,1998,Oct,111.8,1.969
867,BA,1998,Nov,65.3,49.0
868,BA,1998,Dec,34.5,82.0
869,BA,1999,Jan,99.3,114.0
870,BA,1999,Mar,313.9,83.0
871,BA,1999,Apr,376.6,55.0
872,BA,1999,May,376.9,76.0
873,BA,1999,Jun,185.0,64.0
874,BA,1999,Jul,225.0,107.0
875,BA,1999,Aug,323.5,453.0
876,BA,1999,Sep,141.2,1.275
877,BA,1999,Oct,163.9,1.307
878,BA,1999,Nov,275.5,49.0
879,BA,1999,Dec,94.2,37.0
880,BA,2000,Jan,29.5,31.0
881,BA,2000,Mar,191.9,65.0
882,BA,2000,Apr,365.4,23.0
883,BA,2000,May,248.5,71.0
884,BA,2000,Jun,310.5,178.0
885,BA,2000,Jul,201.1,202.0
886,BA,2000,Aug,136.2,633.0
887,BA,2000,Sep,161.6,2.285
888,BA,2000,Oct,15.9,3.35
889,BA,2000,Nov,74.3,114.0
890,BA,2000,Dec,88.0,24.0
891,BA,2001,Jan,95.2,24.0
892,BA,2001,Mar,264.1,4.0
893,BA,2001,Apr,103.5,26.0
894,BA,2001,May,199.2,85.0
895,BA,2001,Jun,195.9,98.0
896,BA,2001,Jul,220.3,248.0
897,BA,2001,Aug,149.7,979.0
898,BA,2001,Sep,190.8,3.964
899,BA,2001,Oct,202.3,1.6869999999999998
900,BA,2001,Nov,30.3,699.0
901,BA,2001,Dec,97.4,158.0
902,BA,2002,Jan,252.4,125.0
903,BA,2002,Mar,98.7,146.0
904,BA,2002,Apr,69.3,110.0
905,BA,2002,May,351.6,166.0
906,BA,2002,Jun,209.2,118.0
907,BA,2002,Jul,254.8,549.0
908,BA,2002,Aug,162.8,1.827
909,BA,2002,Sep,258.8,6.439
910,BA,2002,Oct,16.0,5.414
911,BA,2002,Nov,25.2,1.02
912,BA,2002,Dec,22.7,848.0
913,BA,2003,Jan,26.7,439.0
914,BA,2003,Mar,206.3,274.0
915,BA,2003,Apr,186.8,376.0
916,BA,2003,May,550.5,106.0
917,BA,2003,Jun,237.5,140.0
918,BA,2003,Jul,186.5,261.0
919,BA,2003,Aug,136.7,1.0390000000000001
920,BA,2003,Sep,168.7,8.847000000000001
921,BA,2003,Oct,69.2,4.263999999999999
922,BA,2003,Nov,132.8,533.0
923,BA,2003,Dec,15.2,710.0
924,BA,2004,Jan,319.4,158.0
925,BA,2004,Mar,121.9,115.0
926,BA,2004,Apr,278.4,89.0
927,BA,2004,May,159.5,124.0
928,BA,2004,Jun,326.3,289.0
929,BA,2004,Jul,218.4,310.0
930,BA,2004,Aug,129.5,1.43
931,BA,2004,Sep,40.5,6.433
932,BA,2004,Oct,82.0,4.81
933,BA,2004,Nov,167.6,1.736
934,BA,2004,Dec,10.9,423.0
935,BA,2005,Jan,42.9,303.0
936,BA,2005,Mar,349.4,158.0
937,BA,2005,Apr,415.0,76.0
938,BA,2005,May,198.2,120.0
939,BA,2005,Jun,421.1,211.0
940,BA,2005,Jul,204.1,269.0
941,BA,2005,Aug,117.1,948.0
942,BA,2005,Sep,50.6,4.066
943,BA,2005,Oct,32.9,8.405
944,BA,2005,Nov,72.8,1.595
945,BA,2005,Dec,75.5,116.0
946,BA,2006,Jan,40.1,225.0
947,BA,2006,Mar,35.9,199.0
948,BA,2006,Apr,587.4,60.0
949,BA,2006,May,396.5,43.0
950,BA,2006,Jun,401.4,68.0
951,BA,2006,Jul,91.7,229.0
952,BA,2006,Aug,122.7,995.0
953,BA,2006,Sep,126.9,3.0060000000000002
954,BA,2006,Oct,258.9,2.079
955,BA,2006,Nov,220.0,239.0
956,BA,2006,Dec,30.3,169.0
957,BA,2007,Jan,20.0,373.0
958,BA,2007,Mar,86.8,141.0
959,BA,2007,Apr,143.2,64.0
960,BA,2007,May,211.2,161.0
961,BA,2007,Jun,134.0,270.0
962,BA,2007,Jul,130.4,811.0
963,BA,2007,Aug,109.0,3.734
964,BA,2007,Sep,85.8,7.438
965,BA,2007,Oct,78.9,4.981
966,BA,2007,Nov,19.1,2.126
967,BA,2007,Dec,18.8,259.0
968,BA,2008,Jan,17.8,314.0
969,BA,2008,Mar,149.3,135.0
970,BA,2008,Apr,154.3,151.0
971,BA,2008,May,203.6,56.0
972,BA,2008,Jun,178.2,72.0
973,BA,2008,Jul,149.1,271.0
974,BA,2008,Aug,58.7,611.0
975,BA,2008,Sep,37.8,4.837
976,BA,2008,Oct,31.7,7.691
977,BA,2008,Nov,78.4,3.175
978,BA,2008,Dec,103.5,52.0
979,BA,2009,Jan,30.3,177.0
980,BA,2009,Mar,25.6,249.0
981,BA,2009,Apr,506.6,40.0
982,BA,2009,May,549.3,34.0
983,BA,2009,Jun,155.1,92.0
984,BA,2009,Jul,158.9,321.0
985,BA,2009,Aug,93.8,439.0
986,BA,2009,Sep,56.1,3.61
987,BA,2009,Oct,162.4,2.552
988,BA,2009,Nov,48.1,402.0
989,BA,2009,Dec,5.8,308.0
990,BA,2010,Jan,78.5,297.0
991,BA,2010,Mar,122.8,156.0
992,BA,2010,Apr,448.8,103.0
993,BA,2010,May,243.8,198.0
994,BA,2010,Jun,96.6,192.0
995,BA,2010,Jul,492.5,519.0
996,BA,2010,Aug,176.3,2.423
997,BA,2010,Sep,55.8,5.3229999999999995
998,BA,2010,Oct,56.7,5.263999999999999
999,BA,2010,Nov,27.2,605.0
1000,BA,2010,Dec,102.5,226.0
1001,BA,2011,Jan,170.3,101.0
1002,BA,2011,Mar,200.7,90.0
1003,BA,2011,Apr,331.0,149.0
1004,BA,2011,May,304.2,189.0
1005,BA,2011,Jun,277.7,345.0
1006,BA,2011,Jul,57.6,578.0
1007,BA,2011,Aug,91.3,1.795
1008,BA,2011,Sep,62.0,7.086
1009,BA,2011,Oct,208.5,2.166
1010,BA,2011,Nov,319.2,176.0
1011,BA,2011,Dec,100.7,230.0
1012,BA,2012,Jan,35.7,179.0
1013,BA,2012,Mar,74.7,404.0
1014,BA,2012,Apr,48.8,396.0
1015,BA,2012,May,411.5,326.0
1016,BA,2012,Jun,170.2,385.0
1017,BA,2012,Jul,162.5,906.0
1018,BA,2012,Aug,137.4,1.835
1019,BA,2012,Sep,30.7,7.495
1020,BA,2012,Oct,73.6,4.607
1021,BA,2012,Nov,35.5,168.0
1022,BA,2012,Dec,10.7,477.0
1023,BA,2013,Jan,36.2,125.0
1024,BA,2013,Mar,38.4,363.0
1025,BA,2013,Apr,230.8,108.0
1026,BA,2013,May,231.1,141.0
1027,BA,2013,Jun,308.4,208.0
1028,BA,2013,Jul,198.0,362.0
1029,BA,2013,Aug,211.2,610.0
1030,BA,2013,Sep,109.4,2.681
1031,BA,2013,Oct,208.6,1.969
1032,BA,2013,Nov,209.2,288.0
1033,BA,2013,Dec,158.2,131.0
1034,BA,2014,Jan,48.3,132.0
1035,BA,2014,Mar,128.8,148.0
1036,BA,2014,Apr,107.1,183.0
1037,BA,2014,May,247.2,224.0
1038,BA,2014,Jun,240.6,243.0
1039,BA,2014,Jul,198.9,249.0
1040,BA,2014,Aug,60.2,674.0
1041,BA,2014,Sep,92.7,2.6039999999999996
1042,BA,2014,Oct,27.7,2.763
1043,BA,2014,Nov,58.0,348.0
1044,BA,2014,Dec,194.2,144.0
1045,BA,2015,Jan,51.3,256.0
1046,BA,2015,Mar,31.3,229.0
1047,BA,2015,Apr,394.2,190.0
1048,BA,2015,May,639.0,144.0
1049,BA,2015,Jun,352.4,242.0
1050,BA,2015,Jul,184.0,306.0
1051,BA,2015,Aug,87.5,829.0
1052,BA,2015,Sep,27.6,7.956
1053,BA,2015,Oct,16.6,4.989
1054,BA,2015,Nov,3.2,1.705
1055,BA,2015,Dec,15.7,1.4080000000000001
1056,BA,2016,Jan,162.5,285.0
1057,BA,2016,Mar,65.5,281.0
1058,BA,2016,Apr,68.7,217.0
1059,BA,2016,May,242.2,259.0
1060,BA,2016,Jun,126.2,416.0
1061,BA,2016,Jul,91.5,345.0
1062,BA,2016,Aug,180.9,724.0
1063,BA,2016,Sep,122.3,1.819
1064,BA,2016,Oct,74.7,1.415
1065,BA,2016,Nov,54.5,408.0
1066,BA,2016,Dec,53.3,164.0
1067,BA,2017,Jan,23.5,154.0
1068,BA,2017,Mar,181.1,163.0
1069,BA,2017,Apr,152.0,94.0
1070,BA,2017,May,324.3,121.0
1071,BA,2017,Jun,105.7,329.0
1072,BA,2017,Jul,228.4,300.0
1073,BA,2017,Aug,67.0,1.018
1074,BA,2017,Sep,126.1,1.791
1075,BA,2017,Oct,74.0,4.005
1076,BA,2017,Nov,77.3,174.0
1077,CE,1998,Jan,176.3,0.0
1078,CE,1998,Mar,385.1,0.0
1079,CE,1998,Apr,182.3,0.0
1080,CE,1998,May,74.2,0.0
1081,CE,1998,Jun,7.2,1.0
1082,CE,1998,Jul,33.1,76.0
1083,CE,1998,Aug,28.3,93.0
1084,CE,1998,Sep,5.2,590.0
1085,CE,1998,Oct,9.1,1.014
1086,CE,1998,Nov,2.4,575.0
1087,CE,1998,Dec,17.7,276.0
1088,CE,1999,Jan,59.3,47.0
1089,CE,1999,Mar,237.4,30.0
1090,CE,1999,Apr,328.3,6.0
1091,CE,1999,May,361.2,5.0
1092,CE,1999,Jun,43.2,16.0
1093,CE,1999,Jul,10.4,83.0
1094,CE,1999,Aug,5.5,131.0
1095,CE,1999,Sep,49.9,124.0
1096,CE,1999,Oct,8.6,309.0
1097,CE,1999,Nov,9.5,524.0
1098,CE,1999,Dec,45.1,397.0
1099,CE,2000,Jan,246.9,1.0
1100,CE,2000,Mar,323.9,9.0
1101,CE,2000,Apr,507.1,15.0
1102,CE,2000,May,203.4,7.0
1103,CE,2000,Jun,83.3,16.0
1104,CE,2000,Jul,114.1,18.0
1105,CE,2000,Aug,150.6,79.0
1106,CE,2000,Sep,147.4,127.0
1107,CE,2001,Apr,758.5,2.0
1108,CE,2001,Sep,1.2,801.0
1109,CE,2001,Oct,6.3,2.045
1110,CE,2001,Nov,0.0,2.456
1111,CE,2001,Dec,58.8,545.0
1112,CE,2002,Jan,287.5,33.0
1113,CE,2002,Mar,344.3,17.0
1114,CE,2002,Apr,505.2,5.0
1115,CE,2002,May,196.9,10.0
1116,CE,2002,Jun,190.0,13.0
1117,CE,2002,Jul,119.8,12.0
1118,CE,2002,Aug,14.2,111.0
1119,CE,2002,Sep,9.1,172.0
1120,CE,2002,Oct,40.3,1.6059999999999999
1121,CE,2002,Nov,20.0,2.715
1122,CE,2002,Dec,4.3,1.787
1123,CE,2003,Jan,151.0,264.0
1124,CE,2003,Mar,547.9,3.0
1125,CE,2003,Apr,498.8,3.0
1126,CE,2003,May,331.6,0.0
1127,CE,2003,Jun,181.6,2.0
1128,CE,2003,Jul,16.8,14.0
1129,CE,2003,Aug,12.5,109.0
1130,CE,2003,Sep,9.2,384.0
1131,CE,2003,Oct,4.4,1.761
1132,CE,2003,Nov,19.1,3.327
1133,CE,2003,Dec,40.1,2.436
1134,CE,2004,Jan,447.2,143.0
1135,CE,2004,Mar,515.8,1.0
1136,CE,2004,Apr,106.5,2.0
1137,CE,2004,May,64.2,3.0
1138,CE,2004,Jun,263.4,1.0
1139,CE,2004,Jul,109.0,16.0
1140,CE,2004,Aug,11.3,61.0
1141,CE,2004,Sep,24.6,144.0
1142,CE,2004,Oct,2.4,1.217
1143,CE,2004,Nov,1.5,2.9
1144,CE,2004,Dec,26.3,3.158
1145,CE,2005,Jan,9.5,384.0
1146,CE,2005,Mar,193.8,5.0
1147,CE,2005,Apr,205.8,4.0
1148,CE,2005,May,365.8,1.0
1149,CE,2005,Jun,162.0,6.0
1150,CE,2005,Jul,49.4,14.0
1151,CE,2005,Aug,15.1,51.0
1152,CE,2005,Sep,1.7,185.0
1153,CE,2005,Oct,0.4,1.3780000000000001
1154,CE,2005,Nov,0.8,2.483
1155,CE,2005,Dec,24.6,1.36
1156,CE,2006,Jan,42.8,211.0
1157,CE,2006,Mar,207.7,3.0
1158,CE,2006,Apr,574.5,1.0
1159,CE,2006,May,506.4,0.0
1160,CE,2006,Jun,178.7,0.0
1161,CE,2006,Jul,41.6,1.0
1162,CE,2006,Aug,15.9,50.0
1163,CE,2006,Sep,11.7,237.0
1164,CE,2006,Oct,6.1,581.0
1165,CE,2006,Nov,7.4,1.012
1166,CE,2006,Dec,7.6,1.161
1167,CE,2007,Jan,37.3,304.0
1168,CE,2007,Mar,340.5,2.0
1169,CE,2007,Apr,359.4,1.0
1170,CE,2007,May,179.5,0.0
1171,CE,2007,Jun,67.9,1.0
1172,CE,2007,Jul,56.7,11.0
1173,CE,2007,Aug,0.8,182.0
1174,CE,2007,Sep,2.9,241.0
1175,CE,2007,Oct,0.9,964.0
1176,CE,2007,Nov,3.9,1.443
1177,CE,2007,Dec,76.2,1.177
1178,CE,2008,Jan,278.4,166.0
1179,CE,2008,Mar,316.4,2.0
1180,CE,2008,Apr,483.2,0.0
1181,CE,2008,May,288.6,0.0
1182,CE,2008,Jun,94.7,1.0
1183,CE,2008,Jul,10.5,3.0
1184,CE,2008,Aug,54.9,32.0
1185,CE,2008,Sep,0.0,177.0
1186,CE,2008,Oct,2.0,816.0
1187,CE,2008,Nov,2.9,1.7530000000000001
1188,CE,2008,Dec,8.0,1.655
1189,CE,2009,Jan,162.0,347.0
1190,CE,2009,Mar,479.5,3.0
1191,CE,2009,Apr,561.0,0.0
1192,CE,2009,May,305.8,0.0
1193,CE,2009,Jun,252.6,0.0
1194,CE,2009,Jul,208.8,7.0
1195,CE,2009,Aug,41.3,26.0
1196,CE,2009,Sep,3.4,101.0
1197,CE,2009,Oct,7.5,435.0
1198,CE,2009,Nov,7.0,1.653
1199,CE,2009,Dec,23.6,1.9869999999999999
1200,CE,2010,Jan,70.9,288.0
1201,CE,2010,Mar,234.7,40.0
1202,CE,2010,Apr,310.0,7.0
1203,CE,2010,May,176.7,2.0
1204,CE,2010,Jun,90.1,3.0
1205,CE,2010,Jul,54.2,44.0
1206,CE,2010,Aug,3.1,202.0
1207,CE,2010,Sep,0.0,357.0
1208,CE,2010,Oct,3.8,502.0
1209,CE,2010,Nov,13.2,1.652
1210,CE,2010,Dec,76.4,578.0
1211,CE,2011,Jan,668.3,32.0
1212,CE,2011,Mar,375.6,6.0
1213,CE,2011,Apr,387.3,1.0
1214,CE,2011,May,160.0,0.0
1215,CE,2011,Jun,141.4,5.0
1216,CE,2011,Jul,123.2,18.0
1217,CE,2011,Aug,24.4,53.0
1218,CE,2011,Sep,0.0,239.0
1219,CE,2011,Oct,32.8,415.0
1220,CE,2011,Nov,24.4,1.561
1221,CE,2011,Dec,14.9,1.4409999999999998
1222,CE,2012,Jan,48.2,273.0
1223,CE,2012,Mar,302.4,10.0
1224,CE,2012,Apr,152.1,2.0
1225,CE,2012,May,143.0,19.0
1226,CE,2012,Jun,140.2,28.0
1227,CE,2012,Jul,6.3,50.0
1228,CE,2012,Aug,0.0,278.0
1229,CE,2012,Sep,2.1,609.0
1230,CE,2012,Oct,11.3,1.104
1231,CE,2012,Nov,3.7,995.0
1232,CE,2012,Dec,14.0,631.0
1233,CE,2013,Jan,46.7,103.0
1234,CE,2013,Mar,72.7,17.0
1235,CE,2013,Apr,154.6,4.0
1236,CE,2013,May,144.3,4.0
1237,CE,2013,Jun,217.9,5.0
1238,CE,2013,Jul,87.0,4.0
1239,CE,2013,Aug,13.5,32.0
1240,CE,2013,Sep,10.5,177.0
1241,CE,2013,Oct,9.4,466.0
1242,CE,2013,Nov,11.2,1.081
1243,CE,2013,Dec,10.6,956.0
1244,CE,2014,Jan,67.2,115.0
1245,CE,2014,Mar,330.6,6.0
1246,CE,2014,Apr,266.9,4.0
1247,CE,2014,May,257.1,4.0
1248,CE,2014,Jun,56.0,19.0
1249,CE,2014,Jul,35.6,47.0
1250,CE,2014,Aug,1.7,155.0
1251,CE,2014,Sep,7.5,155.0
1252,CE,2014,Oct,4.4,517.0
1253,CE,2014,Nov,18.0,829.0
1254,CE,2014,Dec,48.9,643.0
1255,CE,2015,Jan,72.2,207.0
1256,CE,2015,Mar,377.7,20.0
1257,CE,2015,Apr,296.4,3.0
1258,CE,2015,May,81.1,17.0
1259,CE,2015,Jun,66.2,22.0
1260,CE,2015,Jul,147.5,25.0
1261,CE,2015,Aug,12.7,127.0
1262,CE,2015,Sep,15.2,214.0
1263,CE,2015,Oct,1.1,658.0
1264,CE,2015,Nov,1.2,1.081
1265,CE,2015,Dec,47.4,1.021
1266,CE,2016,Jan,309.7,100.0
1267,CE,2016,Mar,265.0,4.0
1268,CE,2016,Apr,411.3,10.0
1269,CE,2016,May,123.1,8.0
1270,CE,2016,Jun,30.3,45.0
1271,CE,2016,Jul,5.3,124.0
1272,CE,2016,Aug,9.7,293.0
1273,CE,2016,Sep,9.8,370.0
1274,CE,2016,Oct,7.6,1.31
1275,CE,2016,Nov,7.8,1.328
1276,CE,2016,Dec,74.2,819.0
1277,CE,2017,Jan,106.8,91.0
1278,CE,2017,Mar,477.9,4.0
1279,CE,2017,Apr,346.0,6.0
1280,CE,2017,May,136.7,9.0
1281,CE,2017,Jun,48.0,23.0
1282,CE,2017,Jul,78.1,26.0
1283,CE,2017,Aug,1.5,121.0
1284,CE,2017,Sep,7.4,505.0
1285,CE,2017,Oct,10.7,949.0
1286,CE,2017,Nov,9.5,812.0
1287,DF,1998,Jan,246.3,0.0
1288,DF,1998,Mar,263.1,0.0
1289,DF,1998,Apr,67.0,0.0
1290,DF,1998,May,38.8,0.0
1291,DF,1998,Jun,7.4,2.0
1292,DF,1998,Jul,0.0,17.0
1293,DF,1998,Aug,9.7,48.0
1294,DF,1998,Sep,20.7,33.0
1295,DF,1998,Oct,125.8,3.0
1296,DF,1998,Nov,300.5,0.0
1297,DF,1998,Dec,167.8,0.0
1298,DF,1999,Jan,70.8,0.0
1299,DF,1999,Mar,228.1,0.0
1300,DF,1999,Apr,60.9,0.0
1301,DF,1999,May,8.9,0.0
1302,DF,1999,Jun,3.3,3.0
1303,DF,1999,Jul,0.0,4.0
1304,DF,1999,Aug,0.0,16.0
1305,DF,1999,Sep,59.9,12.0
1306,DF,1999,Oct,200.1,8.0
1307,DF,1999,Nov,289.8,1.0
1308,DF,1999,Dec,206.3,0.0
1309,DF,2000,Jan,130.0,0.0
1310,DF,2000,Mar,229.6,0.0
1311,DF,2000,Apr,98.8,0.0
1312,DF,2000,May,0.0,2.0
1313,DF,2000,Jun,0.0,1.0
1314,DF,2000,Jul,0.2,15.0
1315,DF,2000,Aug,56.3,9.0
1316,DF,2000,Sep,105.3,3.0
1317,DF,2000,Oct,201.8,18.0
1318,DF,2000,Nov,231.7,0.0
1319,DF,2000,Dec,155.3,0.0
1320,DF,2001,Jan,179.4,0.0
1321,DF,2001,Mar,191.5,0.0
1322,DF,2001,Apr,145.4,0.0
1323,DF,2001,May,36.2,0.0
1324,DF,2001,Jun,0.0,3.0
1325,DF,2001,Jul,14.6,22.0
1326,DF,2001,Aug,38.5,25.0
1327,DF,2001,Sep,50.5,12.0
1328,DF,2001,Oct,132.5,0.0
1329,DF,2001,Nov,199.6,0.0
1330,DF,2001,Dec,191.4,1.0
1331,DF,2002,Jan,208.3,0.0
1332,DF,2002,Mar,133.8,0.0
1333,DF,2002,Apr,90.1,1.0
1334,DF,2002,May,18.2,1.0
1335,DF,2002,Jun,0.0,7.0
1336,DF,2002,Jul,16.5,33.0
1337,DF,2002,Aug,17.8,53.0
1338,DF,2002,Sep,67.8,33.0
1339,DF,2002,Oct,57.5,19.0
1340,DF,2002,Nov,175.1,1.0
1341,DF,2002,Dec,371.4,1.0
1342,DF,2003,Jan,229.4,0.0
1343,DF,2003,Mar,208.2,0.0
1344,DF,2003,Apr,70.2,0.0
1345,DF,2003,May,8.7,0.0
1346,DF,2003,Jun,0.0,11.0
1347,DF,2003,Jul,0.0,19.0
1348,DF,2003,Aug,62.4,36.0
1349,DF,2003,Sep,11.3,17.0
1350,DF,2003,Oct,64.8,12.0
1351,DF,2003,Nov,276.4,0.0
1352,DF,2003,Dec,191.5,0.0
1353,DF,2004,Jan,344.4,0.0
1354,DF,2004,Mar,266.8,0.0
1355,DF,2004,Apr,171.2,1.0
1356,DF,2004,May,11.6,9.0
1357,DF,2004,Jun,0.0,6.0
1358,DF,2004,Jul,0.5,37.0
1359,DF,2004,Aug,0.0,108.0
1360,DF,2004,Sep,0.0,100.0
1361,DF,2004,Oct,172.3,18.0
1362,DF,2004,Nov,103.9,0.0
1363,DF,2004,Dec,126.0,0.0
1364,DF,2005,Jan,245.2,0.0
1365,DF,2005,Mar,398.6,0.0
1366,DF,2005,Apr,28.0,0.0
1367,DF,2005,May,17.0,2.0
1368,DF,2005,Jun,5.4,3.0
1369,DF,2005,Jul,0.2,24.0
1370,DF,2005,Aug,39.1,20.0
1371,DF,2005,Sep,55.9,23.0
1372,DF,2005,Oct,57.3,18.0
1373,DF,2005,Nov,226.5,2.0
1374,DF,2005,Dec,422.2,0.0
1375,DF,2006,Jan,123.1,0.0
1376,DF,2006,Mar,257.9,0.0
1377,DF,2006,Apr,141.7,0.0
1378,DF,2006,May,35.1,3.0
1379,DF,2006,Jun,0.9,2.0
1380,DF,2006,Jul,0.1,10.0
1381,DF,2006,Aug,52.8,40.0
1382,DF,2006,Sep,40.3,20.0
1383,DF,2006,Oct,526.4,1.0
